relative_path,size_bytes,sha256
config/e103_shard002_proxy_failure_confirmation_pre_registered_config.json,4143,5811b2f488cd101ae58d479fba522defd4c1a24d55a61f1a0a05cce497057cf1
data/checkpoints/teachers/evenet_public.ckpt,220658079,e2ed50ca4f2c44fc1692c07c504ffdbad7d4a2c36a8d6206b6b3e2a7f5f148b2
data/cms_h4l_e65/cms_h4l_mc_candidates_e65.npz,25916359,57f8f9bb771fd906a11b032adad8278657280c2b103fff927af7924bbec46fc7
data/cms_h4l_e65/export_manifest.json,1244,f89962ffb179efa246356026badfd82e3dbd2a8dd64c65af34fbce93020e05de
data/cms_h4l_open_data_manifest.csv,2909,50fd58cf8cd5f850772d3a21dc9b7f7f9f3a760b230e70215dcbd8df47dd65b0
data/toptag_record80030_manifest.csv,1397,37523f416b1117010529f0e99df50358ba0cd7b208f280f6beecb57ea4e70526
licenses/EveNet-Full-LICENSE.txt,1063,4524ee1a2a4d24aef576815ff11f548d14f2e80bad0dff083d7bc4a85c881f24
reports/e102_metric_to_likelihood_audit_20260803.md,490,0c711bef97253c7bd5bc0d0bbb3415c5a740292608ba8357540f67531354ff1f
reports/e103_shard002_proxy_failure_confirmation_20260803.md,458,a2b53b9059ebc5f4115036a6d79a1322e1ae1ecbe18cd45c3b20a778c0a6fadf
reports/h4l/e73_cms_h4l_evenet_domain_design_mixed_visible_20260621_seed41_fullmc_adv0p5_orth0p5_nuis16.md,1368,75c3687b0acb13e3a01a2cbf2e9a7e5f28d22c9c0e89c219bf457b35658e1c89
reports/h4l/e73_cms_h4l_evenet_domain_design_mixed_visible_20260621_seed43_fullmc_adv0p5_orth0p5_nuis16.md,1368,a9af940c72d197969ababa571feb8a9843e412fc79f7211d96feebeefb39cf87
reports/h4l/e74_orth05_cms_h4l_evenet_domain_design_mixed_visible_20260621_seed42_fullmc.md,1342,18d3e61942a7f34af8b9997fa700950962221c895c584edaac3e2e54bb6e0e65
reports/h4l/e74c_cms_h4l_probe_collapse_controls_20260621.md,2171,586f594b0893b92c0384f1181755585aad2ed9908fa851eaa3343b94450a28cf
reports/toptag/e79_toptag_score_template_export_20260703_seed41.md,2353,1560bedb435c4c691e20ea524131773d2195ef9651eb1fadd81ecc898c26c05f
reports/toptag/e79_toptag_score_template_export_20260703_seed42.md,2353,9a4ce4cef6c88bd3a751b395ba23fbd3f05142ac406be007d8ee8292f2db2e85
reports/toptag/e79_toptag_score_template_export_20260703_seed43.md,2353,013c31a721478e7ffdcda8c5a247753fd9e1af224c822527627164bf932635cd
reports/toptag/e79_toptag_score_template_export_shard001_seed41_20260703.md,2353,a62785fb4cca591323ec2c636c01b94f8bd83d1108111002418d580be72ccf9b
reports/toptag/e79_toptag_score_template_export_shard001_seed43_20260703.md,2353,299c2266466276a9a5f3db16593dc6d23f03c610def47ba5b52b0e694679ac0d
reports/toptag/e83a_toptag_shard001_score_template_export_20260703_seed42.md,2353,e7abbba46b9d542fb5cee2b84fc3a2323306bc5a5af968257abfdad17f857fa2
reports/toptag/e91d_toptag_frozen_template_residual_target_shard000_seed41_20260703.md,1814,a4eb493b646991e1b8ff0d40df9c655f516200193ff13778df4d9252699a5f19
reports/toptag/e91d_toptag_frozen_template_residual_target_shard000_seed42_20260703.md,1814,cc0cc04d6e8ad1d126e571305720fd420791607a2293716298694fe5f7ad4c0e
reports/toptag/e91d_toptag_frozen_template_residual_target_shard000_seed43_20260703.md,1814,22ca974283b6f2dd9ccf9bb0c9b1c6cab01fa607d0dd6e5f8f3472657212d38e
reports/toptag/e91d_toptag_frozen_template_residual_target_shard001_seed41_20260703.md,1814,6e7c656ec5906f403bf9f50fe73b8d2c8a13fb5c80025967032898689a233bec
reports/toptag/e91d_toptag_frozen_template_residual_target_shard001_seed42_20260703.md,1814,b3959f5a3453eac23b346ca30dc9536da8b52cea7aa64ce7b93587efe716b403
reports/toptag/e91d_toptag_frozen_template_residual_target_shard001_seed43_20260703.md,1814,5e05c375e55120c963f16951b3b3296ca004fbea044c444d25223afe1dcf7c92
runs/h4l/controls/collapse_rank_metrics.csv,578,80e90670c10581829f6172b8fa05a7ab3643415e9eac58b5eaf586d8c1a442c4
runs/h4l/controls/metrics.json,3621,5a72c8b07b56dd898c13af5aa85ffdd6c558d09eb18e85aa1c6fc0966b88238c
runs/h4l/controls/primary_metrics.csv,197,dd87daacb78c89f5545f14e5930c059fc135945f9efb151e031a542909ca43e0
runs/h4l/controls/probe_control_metrics.csv,603,ec3695448389c61f5269e2dcfe6aa91bd79a2db44710c56591852a9d81716f24
runs/h4l/controls/status.txt,95,1650bbd24a1858ffd0539a656de07f87346add67cf063516f8ff7ca344769c8d
runs/h4l/controls/training_history.csv,1158,51e879cd6670c45e7a68806cb4a03af6fee658641c1df894356e52f2d1d16451
runs/h4l/seed41/domain_design_metrics.csv,766,82935435011ca3e095b63d46d14c71cb2f213f288bf3657374edc6ff971ef9a0
runs/h4l/seed41/metrics.json,2471,5000f27899e1e7ede3b0e1812bcea65ce328536f0a798a4110cd947d0ed27aeb
runs/h4l/seed41/status.txt,141,47d022ce20d6906bb6a66156307ff9c586c0dbd81c6734cc68ebef537bee9e49
runs/h4l/seed41/training_history.csv,4046,73b7c25979de0f283dc76d7630c12f14c45c3b5c7ddb82d4eb56f8050908fd2a
runs/h4l/seed42/domain_design_metrics.csv,766,2f27b0dbaa6d157f920737977070bad2e506de4b0bf18fc9aecf9bab8217941d
runs/h4l/seed42/metrics.json,2420,7c42d7ff40fff4fba711854ab68d1b4789726eee889ad6f8d2887314d01431bf
runs/h4l/seed42/status.txt,119,a8c3f531d64d76f2a1eab561b7b391b0e8ba4d9ce0c1b849608bfb7b92111b1a
runs/h4l/seed42/training_history.csv,4038,6cf70a2461f5cd86a5545a6cc15ec4c1698f192bc7a4246f7cfcdeaddb33130b
runs/h4l/seed43/domain_design_metrics.csv,764,20f2e136dccddd4d36ac0d3a732cd1bb3bdad2061dc48c34623a460c610c4813
runs/h4l/seed43/metrics.json,2469,f946a02b37e1fcb5a2c7d7b4fd53e83c6644d060c12e1aa3b5d3fc79b102c6f3
runs/h4l/seed43/status.txt,141,91940f87f78fd9c018de9d0ffb6c0a4034663be81af91bc531a6ec90c9a8e87f
runs/h4l/seed43/training_history.csv,4027,a036f87dad8cc64258bc69ac36a74af22202b73ce4d92717f4c873de230a4b27
runs/toptag/e102/development_audit/config.json,3415,e5afa36171201402bf828a727c49b2f492a276684978417d68b2f0c6124e1f01
runs/toptag/e102/development_audit/metric_likelihood_rows.csv,8518,bb920cb0add3e7b67190a1ed9535d5653a84086937c1fa9238e93520636c1900
runs/toptag/e102/development_audit/paired_contrasts.csv,1517,0850d94d7c9a4344bb7110390e58d4d514e0b4618b5ba8c1db8c14e32cf92ad4
runs/toptag/e102/development_audit/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e102/development_audit/summary.json,1198,d0b883b49b94274afe1f2023047ab2431a2593df0486c7ee98828b30602d6c61
runs/toptag/e103/e79/seed41/config.json,3559,7923eb36aea54f7c5b4461b9e50f908a02b64f0e5a12de0b86a993d7d7778dc8
runs/toptag/e103/e79/seed41/constituent_balanced.pt,212066,096cffef6b1c5dfc26af3dbb4fceae5aa91c387ab27bee72c6be7b142e2426ec
runs/toptag/e103/e79/seed41/constituent_shared_baseline.pt,237058,074d6189c48983aedf88aa41472382d41cb59d0eb2fe7a4f698f84a6838fecf7
runs/toptag/e103/e79/seed41/fixed_efficiency_summary.csv,4016,2ceeb03e75b400986233c008f0f1907860f7db770dd63ff1fd28527a81858e3c
runs/toptag/e103/e79/seed41/score_summary.csv,2055,9c98396e0222e4f6e5163c2dcad0cfe5457e5045036eef4937dd1086fe1f2c87
runs/toptag/e103/e79/seed41/score_templates.csv,40886,84585be0e6b867ca0162704f587f801fbc3ac04fb7d5847ba34705f757ab2d44
runs/toptag/e103/e79/seed41/shape_metrics.csv,1763,5ecf8a1f852909de26247bb8f5e8696b6840738c593dc6d4e4fa93c5675a7605
runs/toptag/e103/e79/seed41/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e79/seed41/training_history.csv,2838,b7fbb6c15787de3376ab547cfcd5121e87477b259a2d318d8484e08de83026b3
runs/toptag/e103/e79/seed41/validation_scores.csv,6701511,c5463786793e1a217eb6c5a76f3e92e9619112c378b938bab97fc41053f55bee
runs/toptag/e103/e79/seed42/config.json,3559,ec39e9102f6e20b264454446701017f4481cc2b4c3fecc4d9dcf191ec7dcaa4f
runs/toptag/e103/e79/seed42/constituent_balanced.pt,212066,0bfe25301782f1c37c1b6dc63e8de64a2560dd79b52f765e58320a5f130a9b55
runs/toptag/e103/e79/seed42/constituent_shared_baseline.pt,237058,3f8078074dbe3f5525b7cc96787cbbde8cd71dab5b43367f4d20a1b941269ba2
runs/toptag/e103/e79/seed42/fixed_efficiency_summary.csv,4035,f329e677a286c65f99dacc21e609676ee08492d03cf91c7846c4f5e8bba3739b
runs/toptag/e103/e79/seed42/score_summary.csv,2042,1ef1bd20077f662c79f2492c41c9b20e9c7de66371b74e9c1977d06799f7f58f
runs/toptag/e103/e79/seed42/score_templates.csv,40878,3cded12210dc8fe61f857a7f6d7256f5da659b53376595fa7658ca6c5ed10c56
runs/toptag/e103/e79/seed42/shape_metrics.csv,1764,4a5f3b1f5e000eae7d20f0002d8025915eb72053f05b32233ff53afdf143c050
runs/toptag/e103/e79/seed42/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e79/seed42/training_history.csv,2830,eee1eef346b7caf75dde03150dd5a98cec52fb195243a1be1883f8107f370c4f
runs/toptag/e103/e79/seed42/validation_scores.csv,6702907,9a7dd9c2da0c2004dc9280e9156825046ab92d99871a4528d8129b7b850c6606
runs/toptag/e103/e79/seed43/config.json,3559,03af811fb094f33546ce637958f43073bcafdb3f72eb89a257e021ed219dd9a5
runs/toptag/e103/e79/seed43/constituent_balanced.pt,212066,83928aef9973e515b026cbc258ff4ad58abe0c8afb4c6b5b185906eb77047f2a
runs/toptag/e103/e79/seed43/constituent_shared_baseline.pt,237058,de732c8623088c10d5bee13a1a935588cc3c5537c0e63bda88f6dde274eef310
runs/toptag/e103/e79/seed43/fixed_efficiency_summary.csv,4052,5166b8e6be7d26131b08f811a6971945358bc60990f317428234fa926ba60c92
runs/toptag/e103/e79/seed43/score_summary.csv,2059,a489e79ad984c813e65bca0be4a175924c8b2a763703f6806d3837b6a9b55ceb
runs/toptag/e103/e79/seed43/score_templates.csv,40881,0cf79c619de5adc7aa52a2697966c8478640056d0af28b8a7f5b37147d3c9297
runs/toptag/e103/e79/seed43/shape_metrics.csv,1758,ddf93459ff863f3fa9e3c3b0e6a719d0aff8491997593e685dfd8781bc1aec8b
runs/toptag/e103/e79/seed43/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e79/seed43/training_history.csv,2837,535f0b9b0d1e372a345d5ad1b0cb7c940869508d4eb71140a4f2c87f929bcab6
runs/toptag/e103/e79/seed43/validation_scores.csv,6705245,772f9c300cde049ef3c3226de36eb9aa01ddb48d18ba17a7a03ad1d91b762b76
runs/toptag/e103/e81/seed41/config.json,583,10741f30a77c8f8ff5540e733a2b0d65883104bcd31b2c11807d7156f25f57a2
runs/toptag/e103/e81/seed41/profile_stress_by_domain.csv,1934,f37e727b64df0ba40fdb3aca13bec273dfb4f6c9d31ec06bf8a35e5ada7da640
runs/toptag/e103/e81/seed41/profile_stress_summary.csv,851,6c70bf8d08be83f7a0c2e92f310392eedcd5112e289b79d084e36ac91c8f18b6
runs/toptag/e103/e81/seed41/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e81/seed41/workspace_nominal_constituent_balanced.json,4685,dde76dda51cdc8a6cdc219eca81ecd051f4ebce564c6630f4984f5991fe3639f
runs/toptag/e103/e81/seed41/workspace_nominal_constituent_shared_baseline.json,4676,2da2f859f3deb75f7526dfab4c246524a5272ebbfc97a71a18a2b029aa21518d
runs/toptag/e103/e81/seed42/config.json,583,900b9879ab98ee2630d6986154813d48bc84ca7223e2d6af18a6d9b8ea614c9a
runs/toptag/e103/e81/seed42/profile_stress_by_domain.csv,1803,b4cdef22701e1ce69c17c1a7fad26c32a4f9723ffd9914583d61d500057c88d2
runs/toptag/e103/e81/seed42/profile_stress_summary.csv,853,f164c71cac9aa107186c4ca6ce31368dabf54049ccbbfab026911dd7225fbcb8
runs/toptag/e103/e81/seed42/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e81/seed42/workspace_nominal_constituent_balanced.json,4681,8c38c6f723fdbb095a1a1c64e129fbc35d6a56a8a29e9d95d2a2df5bd5199f3b
runs/toptag/e103/e81/seed42/workspace_nominal_constituent_shared_baseline.json,4676,826a8e834f1dbb3597d1a620043148cadfa3276cd2bbed467fb8e13d770c5961
runs/toptag/e103/e81/seed43/config.json,583,0f21fa6b48557f41d6564cddb859c36b971a7651f3844bb1d176d65cd0b2bfa4
runs/toptag/e103/e81/seed43/profile_stress_by_domain.csv,1877,df36110b5257b809f1879c697980a9aa7d95d90dd926b973de63d620544c70d3
runs/toptag/e103/e81/seed43/profile_stress_summary.csv,854,412ca003c59fd10a5085ebb165beb6448d19322ab657163b044a8a8fbd8c9c0e
runs/toptag/e103/e81/seed43/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e103/e81/seed43/workspace_nominal_constituent_balanced.json,4684,271b489c26f73e01aaf69644c7682d9085c440a1b94b98709dde19439af32bda
runs/toptag/e103/e81/seed43/workspace_nominal_constituent_shared_baseline.json,4675,8a251d1fabcc1ec9265db8bb1ec8ac04fe101a0e65b37f887c750e18d3b70c37
runs/toptag/e103/shard002_confirmation/config.json,4537,6e6c291a26f86225d9ee396f3735d02df15fe6a93fb42609a30ee01f60a5065c
runs/toptag/e103/shard002_confirmation/download_provenance.json,648,0a1aca5baf0cae0978f30a271077a893f2657f563a542edf9827644956578c81
runs/toptag/e103/shard002_confirmation/e79_seed41.log,419,dbf06ed7cb009b3d161e9fa124e6e9cf293c74028eed948edac356896730dcf1
runs/toptag/e103/shard002_confirmation/e79_seed42.log,419,20922e848ea99fc77632cf09840fffa01940f71808bc481f842ea9d8a6cd06ed
runs/toptag/e103/shard002_confirmation/e79_seed43.log,419,1d58f8f19a3b564b6b480fdf99130841aed442691a4f9f351113677c8c959572
runs/toptag/e103/shard002_confirmation/e81_seed41.log,167,b45e202f5e8e3c68557a94b0dc160f7d52be01afb1117ccd21bf07d5c99882d9
runs/toptag/e103/shard002_confirmation/e81_seed42.log,167,c87466759f01edd500349a9bf8e5f6ba5e183323a4f7697aac6c2dc42ad9021d
runs/toptag/e103/shard002_confirmation/e81_seed43.log,167,e0b71c4ad8b3b5ab3347fdbcd351881e7fb2a198e325249c308aef8e3045e60c
runs/toptag/e103/shard002_confirmation/metric_likelihood_rows.csv,2986,134a2781717d19a9320c483b78b25d7d719c034ee9a9c4d57289546c8ec7f482
runs/toptag/e103/shard002_confirmation/paired_contrasts.csv,529,fc39ebcf7cef212d9130f9c48ad0321c7dfcc20d96a79cacabb63bf9516903cc
runs/toptag/e103/shard002_confirmation/record80030_selected_shard002.csv,1046,adce7479334939e11bb8d20f13f8c4fd4969a3aa3e2541460fc19547bc4e8c59
runs/toptag/e103/shard002_confirmation/status.json,104,b1211c6655d76a43c2c44ad32175a5b95c916bf91915ce0d4d048d179af874f3
runs/toptag/e103/shard002_confirmation/summary.json,1384,ddbddb8c81f0a401079e352be6b3874216532bb4589c84685ad1e77524a66df2
runs/toptag/e103/shard002_confirmation/training_runs.json,486,b35a2c4f39adc7965f7e23364ce7d0d05e8c838c4b95494fc724ed393e7cd6d6
runs/toptag/e79/shard000_seed41/config.json,3540,c129650bbd557aa4a61fc46f2aed5e89c3ec85b69615e1282fc38456518a63f1
runs/toptag/e79/shard000_seed41/constituent_balanced.pt,212066,c08c380adf356bb8d309319c7629d45f07826ba434bda2ff354f6d0d03ba8494
runs/toptag/e79/shard000_seed41/constituent_shared_baseline.pt,237058,c9c06840cb17ca6adba280879cd621d395cf09609c99641e0cbf63351852d501
runs/toptag/e79/shard000_seed41/fixed_efficiency_summary.csv,4044,59678c5662eecfd39c1992606852e4458674e05f1383869f10474b7f4abe5425
runs/toptag/e79/shard000_seed41/score_summary.csv,2046,0e8f2e7e4de66284e44ab9db03995219ef0c6022ae8aa500625360a43f639c05
runs/toptag/e79/shard000_seed41/score_templates.csv,40869,5bd2684339e4e7601801c6ce527fd4ac43a95c0ad6a81ad785f8259b22868ffc
runs/toptag/e79/shard000_seed41/shape_metrics.csv,1755,18962aa5824caa0eb60c96ff45413128d8ddda5c7eb9925b966da81716d6d1de
runs/toptag/e79/shard000_seed41/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e79/shard000_seed41/training_history.csv,2827,84aa3b748500d3bd4aa7c9b17f8dc128993135dda4defede72037f331973e7e3
runs/toptag/e79/shard000_seed41/validation_scores.csv,6690104,f7349695c3e321c147ebcfc93846330299487ec94538e3db46fdcbc37ba064a7
runs/toptag/e79/shard000_seed42/config.json,3540,2a2bf4ebf47e649b373edb198d0b3979edf67b3077d73b1aed0cb58c98211477
runs/toptag/e79/shard000_seed42/constituent_balanced.pt,212066,5e4f210a42efac73efad353a42087e1738f802ed8f2b809dc6a9c8f17270e6b2
runs/toptag/e79/shard000_seed42/constituent_shared_baseline.pt,237058,bbbe6dcdba70a76499d1ebfe9abbd0c418c17fc3fbfd958d8abbe43512790678
runs/toptag/e79/shard000_seed42/fixed_efficiency_summary.csv,4039,a01548ca648117dacd2b2703eab23ad5f81a92c9622b738a57d3b94bcccfe873
runs/toptag/e79/shard000_seed42/score_summary.csv,2070,fd18e8c2d1d7137ef9824e707536b9077513916037fc86b9f4a7345ecd80aead
runs/toptag/e79/shard000_seed42/score_templates.csv,40882,4a38b75483ad3b8f1b7518b5af0fdda96f78c6fe6cce39ff89c5bdc0baee1087
runs/toptag/e79/shard000_seed42/shape_metrics.csv,1759,f142987cab8a651f59838a363f6716c047fe958b42d1ffa52906cd13d5e33a28
runs/toptag/e79/shard000_seed42/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e79/shard000_seed42/training_history.csv,2832,33203db571708c67a411cf75db0bdac21a60a61881a3e77a9d07700d59770788
runs/toptag/e79/shard000_seed42/validation_scores.csv,6702144,747a588b7f87fa71a872b7096727d700abaa2f660c89473f01893136e0559c4e
runs/toptag/e79/shard000_seed43/config.json,3540,45ee0910282d70561b3483d3825ae8b41575b5348496eb0483a0a6fb8b49cc71
runs/toptag/e79/shard000_seed43/constituent_balanced.pt,212066,488982ab14cf49519e0acf3addd67a5b88a9d40570dc4c2892bc31e4f47086a4
runs/toptag/e79/shard000_seed43/constituent_shared_baseline.pt,237058,6182d79b45c0ed0338e04ffe70610b28caf0a19288a16ec824402faaabca9394
runs/toptag/e79/shard000_seed43/fixed_efficiency_summary.csv,4015,bcce2dc1dcd1e77e9157d10ea28774aacbd1d196af98b9413512d11a3ed89af3
runs/toptag/e79/shard000_seed43/score_summary.csv,2050,ed95c9c0caa702d6cf9512e90be4f087e9f25522a6368191ab96c7c185d99993
runs/toptag/e79/shard000_seed43/score_templates.csv,40889,a0249abffdb1df8f54626e34cb39402bec1deaa678de291990d287718a62b6db
runs/toptag/e79/shard000_seed43/shape_metrics.csv,1759,79018f3f60d169aea4806ec765032649514ae4499751058435eb74861a45352f
runs/toptag/e79/shard000_seed43/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e79/shard000_seed43/training_history.csv,2838,7c6516e134322eb7a45accdec9b14a804f3e2742cbbfa888196e306085189476
runs/toptag/e79/shard000_seed43/validation_scores.csv,6698649,99e7a2d23b58acf166d91ca3db782bdac2aa43374b98d36e467c7826fe39f2f5
runs/toptag/e79/shard001_seed42/config.json,3531,6000e5e0a25abdebe4e9a8e2768f81891720417244d85408b72bbde57b7b93ed
runs/toptag/e79/shard001_seed42/constituent_balanced.pt,212066,4b7bd287ff8586f83751788cf42d2158d9140db7d995b803bf6a57db5dc455e3
runs/toptag/e79/shard001_seed42/constituent_shared_baseline.pt,237058,60728f7f80103efa1db43624efeab57d2aa811b061dcbb4b5ecebd84370845cc
runs/toptag/e79/shard001_seed42/fixed_efficiency_summary.csv,4028,4f6120c8d64cfe04c1f00944466c0255c9352a5a9d6092fef95b1effe7210257
runs/toptag/e79/shard001_seed42/score_summary.csv,2044,be9f7753def6083a07e5a9e8716e042085bc201c8c93a7eef847bc64a5d9e711
runs/toptag/e79/shard001_seed42/score_templates.csv,40878,b783f8aea30b8d4d3f7fc84ce9820028d6a257a36116b0a9bef4b0c508a64b0e
runs/toptag/e79/shard001_seed42/shape_metrics.csv,1762,e9ab0b98dfb75b0bc00f7c62231eda41a3b38f9496c3e2b90412831ff7f56278
runs/toptag/e79/shard001_seed42/status.txt,10,d3be030801b90ea8057d3997d9845c7f850cc7b784450645d5ec2811cc927d7a
runs/toptag/e79/shard001_seed42/training_history.csv,2837,26cb70a7b811a02fdcbc26e36ac20ba2b4c663e181d07657c30b7173b0d496e9
runs/toptag/e79/shard001_seed42/validation_scores.csv,6702655,f07a4394192cd94b3b19b83f6100e670668d397f5dd9205f846d2aa1abc58552
scripts/e102_metric_to_likelihood_audit.py,17564,037fb375eb249879e1facaa3f2d275f886fc7dadd3dc5e9813cb13516d58ce2d
scripts/e103_shard002_proxy_failure_confirmation.py,16112,696e0f5106fdc6df0e6a42c8f0ac816b61d3a8e84a1af49e8c91fab330e0e088
verify_archive.py,604,ba6459f1b826909263572614af3129b6134179a6d4a6cdf917f9cca329474539
